run,best
2,5.8327e-10
2,5.8327e-10
2,4.57544e-10
2,4.57544e-10
2,3.89982e-10
2,2.975e-10
2,2.92857e-10
2,1.56545e-10
2,6.87909e-11
2,6.87909e-11
2,6.87909e-11
2,3.80685e-11
2,3.80685e-11
2,3.80685e-11
2,3.27314e-11
2,3.1409e-11
2,3.1409e-11
2,3.1409e-11
2,2.99518e-11
2,2.36116e-11
2,2.31225e-11
2,1.79939e-11
2,1.5344e-11
2,1.5344e-11
2,1.5344e-11
2,3.4353e-12
2,3.4353e-12
2,3.4353e-12
2,2.92494e-12
2,2.92494e-12
2,2.92494e-12
2,1.25817e-12
2,1.25817e-12
2,1.25817e-12
2,6.89151e-13
2,6.89151e-13
2,6.89151e-13
2,6.31282e-13
2,6.31282e-13
2,6.31282e-13
2,4.0461e-13
2,3.84356e-13
2,3.84356e-13
2,1.58015e-13
2,1.58015e-13
2,6.95362e-14
2,6.95362e-14
2,4.20432e-14
2,4.20432e-14
2,3.28989e-14
2,3.28989e-14
2,3.28989e-14
2,3.13997e-14
2,3.13997e-14
2,3.13997e-14
2,2.37321e-14
2,2.37321e-14
2,2.34753e-14
2,1.64584e-14
2,1.41006e-14
2,1.37016e-14
2,1.2551e-14
2,1.11707e-14
2,1.09755e-14
2,1.0392e-14
2,3.45524e-15
2,3.45524e-15
2,3.45524e-15
2,3.45524e-15
2,3.45524e-15
2,3.45524e-15
2,3.45524e-15
2,1.34266e-15
2,1.74074e-16
2,1.74074e-16
2,1.74074e-16
2,1.74074e-16
2,1.74074e-16
2,1.74074e-16
2,1.74074e-16
2,1.74074e-16
2,1.74074e-16
2,1.74074e-16
2,1.65751e-16
2,1.6548e-16
2,7.39713e-17
2,4.76167e-17
2,4.76167e-17
2,3.94928e-17
2,1.23745e-17
2,8.2807e-18
2,8.2807e-18
2,8.19967e-18
2,8.19967e-18
2,4.21882e-18
2,2.18888e-18
2,2.18888e-18
2,1.34785e-18
2,1.34785e-18
2,1.34785e-18
2,1.34785e-18
2,1.34785e-18
2,8.38568e-19
2,8.38568e-19
2,8.38568e-19
2,5.94986e-19
2,5.94986e-19
2,5.94986e-19
2,3.54752e-19
2,3.54752e-19
2,3.54752e-19
2,3.01803e-19
2,3.01803e-19
2,3.01803e-19
2,2.89965e-19
2,1.32669e-19
2,7.85443e-20
2,3.94565e-20
2,3.94565e-20
2,3.94565e-20
2,2.76579e-20
2,2.76579e-20
2,2.76579e-20
2,2.76579e-20
2,2.76579e-20
2,2.62317e-20
2,2.4698e-20
2,2.37913e-20
2,1.8336e-20
2,1.8336e-20
2,1.8336e-20
2,1.60281e-20
2,6.7372e-21
2,6.7372e-21
2,6.7372e-21
2,6.7372e-21
2,6.49841e-21
2,2.42669e-21
2,2.42669e-21
2,1.43072e-21
2,1.43072e-21
2,1.43072e-21
2,1.43072e-21
2,1.21981e-21
2,1.21981e-21
2,1.11992e-21
2,9.69052e-22
2,5.00332e-22
2,3.84268e-22
2,3.84268e-22
2,3.84268e-22
2,3.84268e-22
2,3.39799e-22
2,1.93745e-22
2,1.62021e-22
2,1.62021e-22
2,1.62021e-22
2,1.62021e-22
2,1.62021e-22
2,1.04994e-22
2,7.70669e-23
2,7.39602e-23
2,4.4195e-23
2,4.4195e-23
2,4.4195e-23
2,4.4195e-23
2,4.4195e-23
2,4.4195e-23
2,3.79734e-23
2,3.79734e-23
2,1.74387e-23
2,1.74387e-23
2,1.74387e-23
2,1.18477e-23
2,1.18477e-23
2,1.18477e-23
2,9.85516e-24
2,7.05951e-24
2,7.05951e-24
2,7.05951e-24
2,5.93448e-24
2,3.38276e-24
2,3.38276e-24
2,3.38276e-24
2,3.12736e-24
2,2.94569e-24
2,1.25095e-24
2,1.02085e-24
2,1.02085e-24
2,1.02085e-24
2,5.83589e-25
2,5.83589e-25
2,1.85962e-25
2,1.85962e-25
2,1.85962e-25
2,1.85962e-25
2,1.75485e-25
2,1.47159e-25
2,1.47159e-25
2,1.02546e-25
2,1.02546e-25
2,9.01724e-26
2,9.01724e-26
2,3.42446e-26
2,3.42446e-26
2,2.58281e-26
2,2.20158e-26
2,1.28497e-26
2,1.28497e-26
2,1.28497e-26
2,8.60178e-27
2,1.87318e-27
2,1.03117e-27
2,1.03117e-27
2,1.03117e-27
2,1.03117e-27
2,1.03117e-27
2,1.03117e-27
2,1.03117e-27
2,9.88505e-28
2,9.88505e-28
2,9.88505e-28
2,6.53992e-29
2,6.53992e-29
2,6.53992e-29
2,6.53992e-29
2,6.53992e-29
2,6.53992e-29
2,6.53992e-29
2,6.53992e-29
2,6.53992e-29
2,5.81074e-29
2,4.07248e-29
2,4.07248e-29
2,4.07248e-29
2,2.78282e-29
2,1.74396e-29
2,1.74396e-29
2,1.35491e-29
2,1.35491e-29
2,1.35491e-29
2,5.35747e-30
2,5.35747e-30
2,3.42052e-30
2,3.42052e-30
2,3.42052e-30
2,2.15596e-30
2,2.15596e-30
2,2.15596e-30
2,2.15596e-30
2,2.15596e-30
2,1.25953e-30
2,1.25953e-30
2,1.25953e-30
2,1.25953e-30
2,1.00903e-30
2,1.00903e-30
2,9.60726e-31
2,8.61123e-31
2,8.61123e-31
2,5.13011e-31
2,2.25534e-31
2,1.26926e-31
2,1.26926e-31
2,1.26926e-31
2,1.26926e-31
2,1.25931e-31
2,6.43014e-32
2,6.43014e-32
2,6.43014e-32
2,6.43014e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
2,1.49976e-32
